text,Optimistic,Pessimistic,Sad,Surprise
ماذا لو كان فيروس كورونا هو السلاح الذي وجدته الطبيعة للتخلص من الإنسان؟  الكون سيكون أجمل بدوننا.,0,1,0,0
احبك كثر ما سالفو عن كرونا   وكثر مارددو حن الغريب,1,0,0,0
أكثر شي مأزمني هالفترة تعقيم أغراض الجمعيه..طوااااااله و وسواس و بس ويع كرونا قو 😭,0,0,1,0
لو انت صاحب شركة وش ممكن تقدم كمبادرات توعويه ومجتمعية لمواجهة ازمة كورونا ؟ ابغى افكار بليز,0,0,0,1
دول الخليج تعاملت بكل شفافية مع احصائيات عكس بعض الدول العربية والتي لازالت تخفي الحقيقة ,1,0,0,0
الشعب الكويتي عنده مناعه من زمان من كورونا لأنه الحكومات المتعاقبة كانت اشد من كورونا,0,0,1,0
من محاسن كورونا   اصبح سلوك الإنسان افضل   ,1,0,0,0
حذارى حذارى حذارى    من ما يسمونه بكذبة أبريل     وخاصه فى مسالة ,0,0,0,1
    الفيروس قاعد يطهر أمريكا واحد واحد اعوذ بالله من سخطه وغضبه,0,0,0,1
مربي القطط والحيوانات الأليفة، بسبب كورونا المستجد هل واجهتم مشكلة مع أسركم كخوف وهلع منها أو تهديدات برميها ونحو ذلك وكيف تصرفتم؟,0,0,0,1
ماطلع خبر انه قاعد مع واحد فيه كورونا ؟ مفروض من زمان يروح المستشفى,0,0,0,1
المضاد الحيوي عبارة عن دواء يقتل أو يثبط نمو الجراثيم وليس الفيروسات.        ,0,0,0,1
يارب في هذا اليوم تقلص في اعداد حالات كورونا 🤲🏻 🇸🇦واتوقع ان اليوم الحالات اقل من (٩٠ ).,1,0,0,0
العمرة في رمضان ١٤٤١ سيتم إلغاءها بنسبة ١٠٠٪ .. هكذا تبدوا الأمور!,0,0,1,0
كرونا أشبه بئبره وسط قش تبحث عنها ومواجهتة ماهي سهله ولله الحمد أعاننا الله عليه وبيض الله وجه الحكومه الكويتيه ,1,0,0,0
    لماذا تتخذ الدول إجراءات مختلفة لمواجهة   تقرير   ,0,0,0,1
ستكون نهاية العااااااااام في   31/12/2020 اقسم بالله العظيم,0,1,0,0
الجسد بيت الروح، إن اعتنينا به سلمنا.🤍   ,1,0,0,0
ما الذي اصاب الصباح؟  انه يستريح لطالما حسد المساء لهدوئه    ᴀ  ,0,0,0,1
يا حياة الشقا عمري مميز هالسنه بيكون و انتظره و فالاخير كورونا هدمت ام انتظاري😭,0,0,1,0
أغلب الأبحاث و المقالات المنشوره تتتحدث عن شكل العالم اقتصاديا بعد ولم اجد مقالا واحدا عن شكل بعد كورونا  ,0,0,0,1
شوفوا هذي كذب ابريل اللي نبغاها موب كورونا وحالة !,0,0,0,1
والله مليت من تويتر كلو مشاكل   ويهدرو على كورونا,0,1,1,0
التابعة للبلديات حالها يجب ان يتغير 180 بعد وباء كرونا ، النظافة الرقابة طريقة العمل خطر حقيقي,0,0,0,1
الصومال ترسل 14 طبيبا إلى للمساعدة في مواجهة     صباح الإنسانية العربية   تحيا وشعبها العظيم,1,0,0,0
انزين كلامها يشمل الممثلات الوافدات الي يشتغلون معاها بالمسلسلات ؟     ,0,0,0,1
1/4/2020   بداية شهر جديد لا نعلم خفاياه   ربنا اكتب لنا فيه الخير والسعادة وراحة البال 🤲🏻,1,0,0,0
كل اللي أتمناه من قلبي حالياً انهم يبدأوا ينتجوا منظفات بدون رائحة قوية هالفترة أذتنا الروائح أكثر من نفسه.,0,0,1,0
 نقترب من المليون مصاب ولازال التقدم العلمي الحديث لا يستطيع تفسير حقيقي لكيفية انتشار هذه الفيروس.. (ضعف الطالب والمطلوب)  ,0,0,1,0
 يضرب بقوة..    يحذر من أيام عصيبة والوباء يتفشى بالسلك الدبلوماسي وقوات البحرية!,0,0,0,1
الصومال ترسل 14 طبيبا إلى إيطاليا لمساعدتها في مكافحة,0,0,0,1
ابتلاءات مصاحبة لبلاء وجماعة وشلة      ضحية الصاحب,0,0,0,1
٠    سنتجاوز أزمة   بدعم الحكومة في إجراءاتها   والبقاء في المنازل     ٠ والله يحفظ الكويت 🇰🇼,1,0,0,0
يارب كورونا يطلع كذبة ابريل ويطقطق علينا والحين بيرجع بيتهم,0,0,1,0
هل أزمة تلغي أو تخفف المطالبة بتخصيص القطاع الصحي؟,0,0,0,1
 و .    هل خبر وفاتهما صحيح أم أنها إشاعة كالعادة ؟      ,0,0,0,1
"بكورونا او بدون كورونا , يبقى الأنعزال عن الناس فكرة عظيمة جداً.",1,0,0,0
   عند الشدائد تظهر الأخلاق على حقيقتها     ,0,0,0,1
هذه الأيام تتطلب  الكثير من ، الصبر ، والصمت ، والتجاهل . ,1,0,0,0
"صباح الخير .. محاولات معظمها فاشل للتمسك بالنظرة التفاؤلية لكن معلش يكفينا شرف المحاولة , غمة وهتنزاح ",1,0,0,0
كان ٤٠ و بعد كورونا صار ٤٢ و اتوقع باوصل ٤٥ و هدفي هذي السنه اوصل ٥٠,0,0,0,1
بعد أزمة كورونا دي ما تعدي 🤲  ايه اكتر مكان نفسك تروحه؟  مين اكتر شخص عايز تقابله ؟  ايه اكتر أكلة حابب تأكلها؟  شاركنا حلمك💜,1,0,0,0
كذبة نيسان   كذبه كذبها الأنسان وصدقها                 ,0,0,0,1
١ إببرييل ؛   - نتمنّى ان يكُون ابريل الخير و الشفاء العاجل لكل من في هذا العالم ❤✨,1,0,0,0
كورونا يصيب نصف العاملين في سفارة إسرائيل بمدريد !!,0,0,0,1
أسعد ربي صباحكم  وبالإيمان أضاء قلوبكم  ورضي عنكم وأرضاكم  ومن كورونا أنجاكم,1,0,0,0
وفي ازمة كورونا للاسف اتضح ان فيه مصريين كتير مش محتاجين عزل صحي لا محتاجين صرف صحي,0,0,1,0
"هل تنبأ بـ   الامصال مجانا الحل بلسانه..والله فكره  الكتاب الاخضر ,,هو الي جاب اخرتنا...",0,0,0,1
"\تكفي مراسيلنا العجلات يا خلـي/ عن مخذ الأخبار ولا شوف الازوالي\"" ",0,0,0,1
صباح اول يوم في ابريل   صباح انتهاء فيروس كورونا   باذن الله تعالى 💙💙💙,1,0,0,0
لوصح الخبر فعليا ومصر عندها علاج كرونا اقترح علي الدولة العلاج لا يصرف الا للدول اللي بتحب مصر فقط  مين معاي,0,0,0,1
لو تطلع كرونا كذبة إبريل 😕       كل عام وأحنا بخير,0,0,1,0
هل فايروس كورونا ينتقل عن طريق الحشرات ؟,0,0,0,1
صباح اول يوم في ابريل   صباح انتهاء فيروس كورونا   باذن الله تعالى 💙💙,1,0,0,0
كُن من تكون لكن اذا عندك كورونا خليك بالبيت وابعد من هون.........,0,0,0,1
كرونا يقولون مطول يبيله سنه ونص اذا ماكملنا شهر والبصل انقطع والخبز للحين طوابير شنو بنسوي عقب شهرين ناكل بعضنا 🤔,0,1,0,0
انا مش وزير ولا عندى استثمارات زى نجيب ساويرس وكل ما افكر فى الاقتصاد بعد كرونا بتوتر وبكتئب,0,1,0,0
انتوا خايفين من فيروس كورونا ولا خايفين من الموت يا جماعة !!,0,1,0,0
عدد الموتى / عدد المصابين يوريك جودة النظام الصحي ف لبلاد. قارن ألمانيا مع باقي الدول. ,0,0,0,1
" \نحن الوباء المنتشر في الأرض وكورونا هو اللقاح \""",0,1,1,0
شكرا خادم الحرمين الشريفين لتقديم العلاج مجانا للمواطنين والمقيمين ومخالفي الإقامة المصابين بمرض كورونا ..,1,0,0,0
أبريل بداية الكذب ونهاية كورونا أن شاء الله,1,0,0,0
كورونا لم تأتي لتقتل.. جاءت لتربي... 🎈,1,0,0,0
الحمد لله على نعمه  الحمد لله على تواجدي بالمملكة العربية السعودية 🇸🇦  مملكه الإنسانيه من القلب شكرا. كورونا,1,0,0,0
رئيس لجنة مكافحة في طهران: العاصمة الإيرانية ملوثة بالكامل .,0,0,0,1
من مميزات كورونا خلي الناس تهتم بنضفتها الشخصيه والمنزلية …,1,0,0,0
شباب الصباحيّه ما يهمهم كورونا و لا الطلعه للضرورى . . أهم شي يطبقون عاده التقحيص بالمطر إذا ما سووها تحس في شي غلط,0,0,1,0
لعنه ع كورونا اللي حرمنا من الاحضان 💔,0,0,1,0
فيروس اسمع سارس طلع سنة٢٠٠٢  فيروس كرونا طلع سنة ٢٠٢٠   يوم انولدت ويوم جيت اتخرج 💔,0,0,1,0
أتمنى من اهلي يقتنعون ان انا مافيني كورونا 🤦🏻‍♀️💔,0,0,1,0
ويجون هذيك الدولة يقولون الاحصائيات ان الكويت الافضل صحياً بالخليج وبمكافحة كرونا غلط🤭,0,1,0,0
أزمة بينت معدن شبابنا الراقي جزاهم الله خير الجزاء,1,0,0,0
مهما كان الأمر مؤلماً، عليك الاستمرار          ,1,0,0,0
الحمدلله انهم لقوا علاج وهذا اسعد خبر امس سمعته,1,0,0,0
سؤال     ناس الاستاف الي بتعاملو مع الكورونا برجعو بيوتهم ؟!!!  ولا مدنهم سكن وحجر صحي ؟!,0,0,0,1
تم بحمد الله شفاء 7 حالات ليصبح عدد الحالات التي تم شفاؤها من فايروس كورونا المستجد 80 حالة. حفظ الله الجميع من كل مكروه.,1,0,0,0
